ID,Prediction
1,23942090764.354492
2,-3540669946444.034
3,-140274698201.7002
4,540470848293.3623
5,-3563486022385.908
6,-2445911000966.975
7,-3748347279236.134
8,960959457124.5693
9,4744949803776.929
10,1888570356495.995
11,-1945225650738.7778
12,-3836107405140.0737
13,878172996144.7485
14,-240074979159.2964
15,-4018016094007.0996
16,3615591087723.7007
17,-4227203576619.813
18,3562268388982.6895
19,1872999813680.1338
20,1479550856457.2178
21,2973456976331.922
22,1835503834856.4805
23,8054084401577.064
24,1360631412947.0938
25,-3168720672291.4937
26,4840201383472.828
27,-1310842293414.3835
28,-2154041142917.8743
29,1927563526213.4878
30,-3086697072353.175
31,-3613058121262.338
32,-2885679175856.3438
33,-2161330660649.4768
34,-3396849015085.481
35,-2438748052303.372
36,-2067125602677.5085
37,-4063903054232.0967
38,579280869924.1338
39,2149410285772.0337
40,3386064065494.546
41,5041450291020.255
42,-5399802303175.957
43,3686419816383.0
44,738050787498.669
45,-3544480202046.6133
46,-4129339536116.552
47,-3119983627840.3755
48,1376891215981.5317
49,2540590433306.992
50,-3437519348444.66
51,-4331713483759.8784
52,-3117920372328.572
53,-3793430437186.463
54,2417463139276.6406
55,8707614348365.156
56,1388044619886.2017
57,-4505141851908.822
58,543300172282.563
59,491242407556.2588
60,1523452766453.5947
61,-3846092742017.8086
62,5042818348873.187
63,3325218436033.3423
64,-3600128068461.5596
65,-3033830530648.434
66,-4368641185721.8857
67,55536172069879.14
68,-599492704929.8618
69,-3641094758547.4644
70,-3984959343506.1777
71,-1694354241591.533
72,1462456733095.1611
73,-2946499622781.909
74,-5371766268971.762
75,-961240094686.9717
76,-2987246609483.5225
77,-3895015440490.3174
78,-2653743765531.068
79,1620506128916.3872
80,-3316233493167.8623
81,42479742749.81055
82,-2781176839083.091
83,-4804137318250.189
84,-2798375805321.312
85,340697772583.0747
86,5032358778163.708
87,-2998440335668.1597
88,-3967665584881.5986
89,-3821934068964.54
90,96711907873.4165
91,1256410657869.9912
92,28016381596.88086
93,-4430414232748.87
94,-3002569248808.872
95,125719388351.37793
96,1346549500935.8853
97,-3346544131986.5884
98,-3442116153510.2007
99,-63929020503.4209
100,-4198934727739.4707
101,852760664664.9961
102,316822545823.74756
103,-2728777500198.133
104,1043485118608.0381
105,-143993504113.76074
106,-3761363936403.0166
107,-2129339368863.4648
108,-3994692660759.173
109,102463229157.9414
110,-618047628970.657
111,-3784607433070.6636
112,-2996604478137.227
113,-3098091902524.3975
114,3024231998073.055
