ID,Prediction
1,-1.214628085141713
2,-0.24647804697233414
3,-0.553372751983728
4,-0.5383085445489072
5,-0.9429633864479176
6,-1.0184159020354404
7,-0.9131820350805655
8,-0.971128317805654
9,-1.5673784803857513
10,-1.844508487494991
11,-1.735578214620989
12,-0.4924718816795277
13,-0.4423519734791972
14,-0.2234018107940679
15,-1.2135737600974124
16,-0.3572577179251753
17,-1.0175680306009798
18,-0.5303774361976173
19,-1.2961379113418516
20,-1.0648921891702146
21,-0.5213862206724346
22,-1.1371540289471445
23,2.058222710639276
24,-0.9939788210285601
25,-0.760151331156869
26,-1.911856303379924
27,-0.1970829365628292
28,-1.8223852287032292
29,-1.389907835766959
30,-1.0184935502410573
31,-1.169094876285206
32,-1.3497985660987115
33,-1.3879508314857587
34,-1.2366753499082053
35,-0.6791374407830542
36,-1.7801131061781692
37,-0.8771170958655279
38,-1.326472857224931
39,-1.3548380118435714
40,-0.7749549810474596
41,-0.2821706994322017
42,-0.6305541665059802
43,1.395693729884399
44,-0.8426749552967248
45,-0.9359088617965101
46,-0.7194317906182033
47,-0.6352535646105638
48,-0.1440769602837758
49,-1.0177480086309854
50,-1.2436633269311406
51,-0.4068241646310463
52,-0.8134889338847268
53,-1.274056443725053
54,-1.1951887552113334
55,1.026434461551226
56,-1.6597122577714662
57,-0.9803454357899021
58,-0.3233911790294066
59,-1.225135513311249
60,-0.9692489216622284
61,-0.6453647275658543
62,-2.1602213554709806
63,-1.2985230213558003
64,-0.84612307721784
65,-1.7391745402863112
66,-0.8136273187944035
67,13.341639241676557
68,-1.5496328477521097
69,-1.8023692249404746
70,-1.2165739751418123
71,-0.49523437143435617
72,-0.990638220153972
73,-1.3202085019096157
74,-0.3907975647051343
75,0.12015069061415092
76,-1.9049010084535585
77,-0.9839702450345944
78,-0.9151924404447446
79,-1.1123444837014622
80,-1.0851847364907212
81,-1.0420860382939139
82,-1.3666250860328268
83,-1.24752802358539
84,-2.2898031724925034
85,-0.831543126994345
86,-1.1354079665154684
87,-0.878077071225619
88,-1.0759750967923591
89,-0.6493269610735775
90,-0.21618242483586791
91,-1.859250984705493
92,-1.4822730496155383
93,-0.257706904919194
94,-1.6891556801812135
95,-0.8090368077867697
96,-0.16508175523707044
97,-0.8061507278277794
98,-0.7170207896093295
99,-0.8131286163887371
100,-0.6908607146314824
101,-0.6183656122698625
102,-1.177093232359661
103,-0.3824672240904257
104,-0.2931597373304326
105,-0.2196421598264724
106,-2.7102233352783123
107,-0.6610725012262683
108,-1.4733593788265884
109,-1.1643081711631333
110,-0.5719319672207221
111,-1.2163985702436457
112,-0.7894571714113424
113,-0.9900473377797439
114,-1.5707769132128866
115,-2.203786265543334
116,-1.7804363159840828
117,-3.1929269131619984
118,-1.278109972159756
119,-0.4124879157084074
120,-2.1726635092362754
121,-0.5390607768930218
122,-1.308625024229477
123,-1.0735322746777225
