ID,Prediction
1,-0.454498158299397
2,-1.0608085854119105
3,-0.46074770664861286
4,-0.8769924860680326
5,-0.8923593477290864
6,-0.8020969095676213
7,-0.8328537803651893
8,-0.20801915098499704
9,0.13550763882800212
10,0.15767995019301928
11,-1.0166908753910966
12,-0.530693730259289
13,-0.17481667067901618
14,0.35307532988287726
15,-1.1306548803640721
16,-0.2998949468880097
17,-0.4157969976604994
18,-0.37028458721491475
19,-0.001952402770384094
20,-0.789211419349159
21,-0.2645499252967035
22,-0.4888019368509109
23,0.22885287316152578
24,0.1743401171303342
25,-0.866199917428772
26,-0.31545022029116243
27,-0.6372460967326932
28,-0.6496405283558342
29,-0.7459172620657766
30,-0.37290443148737407
31,-0.6317109438226307
32,-0.7644027767098004
33,-0.9833178514709746
34,-1.0900080047297207
35,-0.5157249457570595
36,-0.6371934171412176
37,-1.3093711171919025
38,-0.4641473507082363
39,-0.42137722706593406
40,0.19383890750732893
41,0.16416195985899182
42,-0.7966681296906907
43,-0.19869811075665747
44,-0.29290998257187845
45,-1.0397829104383134
46,-1.3063286230504418
47,-1.8672323963798463
48,-0.14919526874907565
49,-0.582501186649658
50,-0.3129991784670403
51,-1.5204986999267487
52,-0.9227946299606943
53,-0.469746509681389
54,-0.21879238531412268
55,-0.09486557511540776
56,-0.5141901070347216
57,-0.27461232675506
58,-0.4296521391905548
59,-0.15128718953877815
60,0.033869220392232544
61,-0.9960076268500776
62,0.35622767538258754
63,-0.9184233930338828
64,-1.167138097669026
65,-1.0226772594400955
66,-1.0130562805520142
67,1.7490330438620385
68,-0.5824597732873138
69,-1.0778754229797887
70,-1.129190451170705
71,-0.9196359853046325
72,-0.1291961820131248
73,-0.9067413760260757
74,-0.3808232576572389
75,0.032548808275623606
76,-0.9181677536727253
77,-1.2377461953014615
78,-0.732402626411013
79,0.14081710189683427
80,-0.969074839907798
81,-0.4369382386730629
82,-0.6419837458116265
83,-0.5573188622671013
84,-0.9920325535101214
85,-0.4739698017740659
86,0.6232197833298471
87,-0.46749902366023005
88,-1.1405911438197047
89,-0.23457676987242473
90,0.09187031509737546
91,-0.2478834784977401
92,0.42692948715375373
93,-1.1326436103038986
94,-0.782928959364453
95,-0.39383406547379696
96,-0.012694151228592283
97,-0.9194783491348729
98,-1.2013464428694716
99,-0.4433955178762714
100,-0.09478173349318013
101,0.07812375488251648
102,-0.551718498691244
103,-0.7220411319490819
104,-0.12276197628196316
105,0.3186714178987838
106,-0.5640222134218283
107,-0.5588991888813436
108,-1.045270387349514
109,-0.4055699803607111
110,-0.6745169036387684
111,-0.9982205820855105
112,-0.9611713496741837
113,-0.8474426886493512
114,-0.8275439133673403
115,-0.22651557089042187
116,-0.893310187797001
117,-1.245036944564795
118,-0.9148972061055495
119,-0.898926616098861
120,-0.30529104997118317
121,0.20883334166057693
122,-0.5236633158717489
123,0.19864434814288268
124,-0.21834838287418631
125,0.5612795591998337
126,-0.6215624500035907
127,-0.35179292955418834
128,-0.26542926794237426
129,-0.5200413201480264
130,-0.43233198119447924
131,-0.23865579254899957
132,-0.22379752975936287
133,-0.3006190505658165
134,0.17470532929380964
135,-0.734634263447176
136,-0.7303993755238783
137,-1.6058913914795736
138,-1.2438983795214964
139,-0.5299618164144093
140,-0.979919003636163
141,-0.3864220572077148
142,-0.6462885832740589
143,-0.9326561852924824
144,-0.4184529847563087
145,-0.43624051200194125
146,-0.05501223343724869
147,-0.8218838949587195
148,-0.6406698401403824
149,-0.04847298086119682
150,-0.44393159352312794
151,-0.2471611794455811
152,-0.10066050039976912
153,-0.6889872171593568
154,-0.5883920089664195
155,-0.0658710313027797
156,0.19087857745622358
157,-0.3156824804181063
158,-0.8280288411582305
159,-1.090315966348254
160,0.11273405447442765
161,0.3682973463228969
162,-0.1111142049028037
163,-0.9309402345632048
164,-1.1488237870585154
165,-0.18114770673772188
166,-0.13519410715176555
167,-0.39485760733824526
168,-0.3150207818653412
169,-1.0546247759334761
170,-0.7664669622359482
171,0.23075989809818778
172,-0.95891090346918
173,-0.5915937557095773
174,-0.957403624353614
175,-0.722623448254774
176,-0.46439357459868846
177,-0.5182187576117955
178,-0.23574456149065368
179,-0.8518341310530407
180,-1.0732240376949618
181,-0.03410603403339406
182,-0.4490474392033975
183,-0.8680029463070497
184,-0.39289284240113553
185,-1.0569979632248143
186,-1.0822733550925594
187,-0.916850283782981
188,-1.118605006484803
189,-0.9283812459783812
190,-1.4194014249649614
191,-0.6942349795540971
192,-0.27259031620127105
193,-0.4631954210665217
194,0.009106282899257872
195,-0.31877006005583575
196,-0.5502764916977103
197,-0.023562233354087733
198,-1.4658326798554324
199,-0.3692802767048779
200,-0.4522428718702819
201,-0.8576833358212591
202,-0.46876381145571117
203,-1.1048225090479649
204,-0.7509297329420862
205,-1.1744454858878268
206,-0.22529869977546133
207,-0.13620221618828546
208,-0.8238176056173295
209,0.09385028360346097
210,-0.8174247057185811
211,-0.8274174494953017
212,-0.30989060210267894
213,-0.6636011542421181
214,-0.6567550378955681
215,-0.969211322580137
216,-0.1717285561131964
217,-0.9862444504889474
218,-0.491696310728657
219,-0.7552169012534943
220,0.4174107321209767
221,-0.24946016327653334
222,-1.4739722024970503
223,-0.7872022388221213
224,1.9505847030150811
225,-0.37818735296235484
226,-0.862594230194028
227,-1.1017087626455155
228,-0.7159797283901161
229,-1.2887691785767006
230,-0.3037940226706296
231,0.49286928630937477
232,-0.2957232755629615
233,0.06383749491863606
234,-0.4707423936979852
235,0.10460776437545576
236,-0.3257153672046805
237,-0.32125670527338146
238,-0.33398396441620937
239,-0.550842048406481
240,-1.140218891053632
241,-0.1262998607580099
242,-1.1871459042959642
243,-0.8817468668204095
244,-0.3578145455904823
245,-0.5926269919666933
246,-0.06895780393415617
247,-1.0946432678849265
248,0.22534081568215023
249,-0.24107008434805657
250,-0.05495699303495581
251,-0.6193670479021887
252,-0.3228870325820558
253,-0.8231983305086207
254,-1.1773818502980435
255,-0.28076707121870126
256,-0.597402274266644
257,-0.3223536316986021
258,-0.31780439108177394
259,-0.19079636647054235
260,-1.3094416896665877
261,-0.4561519189355886
262,-0.20358988237890455
263,-1.3628664323793973
264,-0.005646771749865094
265,-0.4734491351751612
266,-0.8920306716357599
267,-1.0050719488058142
268,0.21497623847746067
269,-0.9418952503746633
270,-1.122194307105713
271,-0.07862469344645252
272,-0.6783963755867083
273,-0.7411276834697336
274,-0.4515701711879013
275,-0.8585999267038203
276,-0.3911843180115505
277,-0.37615839868814055
278,-0.989487900986354
279,-0.5448787113341775
280,-0.4540371114225157
281,0.2478365879034872
282,-0.7000773926222273
283,-0.7908568133497756
284,-0.6559028331752259
285,-0.5369382820923913
286,-0.2725376051645382
287,-0.28335882957349257
288,0.038948059712625396
289,-0.8588345572832313
290,-0.24519435689425176
291,-0.034461455100447805
292,0.6119704510719798
293,-0.9737730974830561
294,-0.17798158851066953
295,-0.5971963907448871
296,-0.950094985412283
297,-0.20549455322850899
298,-0.21119712848339176
299,-0.37998099238236116
300,-0.3578189980838169
301,0.009712432562569305
302,-0.8848444473723589
303,-1.0579954735347874
304,-0.1231713649793482
305,-1.004637910103465
306,-0.24521747483337478
307,-0.569018945531011
308,-0.013362387617557632
309,-0.4659959047497948
310,-0.3574478801970733
311,-0.809656793747584
312,-0.4263293187655056
313,-1.1366283421215433
314,-0.6579855629895033
315,-0.5250117757012255
316,-0.9877710622024513
317,0.2524116566496026
318,-0.6377258089575996
319,-0.33210379442540394
320,-0.608519736964828
321,-0.9223007447290961
322,-0.4720863477270475
323,-0.12332832522821678
324,-0.10491288129705877
325,0.09516691457329406
326,-0.7221307099611827
327,-0.9322349303822703
328,-1.4153771972193525
329,-0.7364974032652363
330,-0.5196844800584804
331,-0.18539708409105457
332,-0.3037126753728452
333,-0.24970082251106904
334,-1.0636167379769415
335,-0.9586283951635819
336,-1.0344894411261942
337,-0.3469608492975104
338,-0.7211287300108599
339,0.008954642367009368
340,-0.12192188476011663
341,-0.0802499590145077
342,0.08068772634529499
343,-0.6007045814113096
344,-1.0089294125063568
345,0.39805745482542354
346,0.16247742500973522
347,-1.6334280618985277
348,-0.2972970261183562
349,0.008344930708256414
350,-0.5844464901088957
351,-1.2861193903355268
352,-0.3864426365518249
353,0.01817964490042194
354,-0.5154156789961128
355,-0.6320761637566626
356,-0.6621773565898005
357,-1.003823457377057
358,-0.44915998887596037
359,-0.293929715291521
360,-0.11995249397801853
361,-0.7313883775015709
362,-0.48504388456023906
363,-0.33866991217789
364,-0.18881604519230197
365,-0.6772791907043174
366,-0.21397903737607296
367,-0.7988096695457697
368,0.07976999517197893
369,0.024539905822010835
370,-0.1042459399169736
371,-0.3006414967851647
372,-0.4122519443785857
373,-0.7618222234593147
374,-1.11535859089081
375,-0.8650967905164525
376,-0.5922870192741083
377,-0.48493841880376987
378,-1.501757969618036
379,0.05043605132611943
380,-1.0044476933721558
381,-0.7490370883003858
382,-1.4220298558736877
383,-0.98376673831309
384,-0.9328200443207791
385,-0.8175415132809406
386,-1.578397850485455
387,0.7974864957162272
388,-0.6935813653220734
389,-0.5748104639444768
390,-0.5606454852561861
391,-0.5023563952148887
392,-0.06898160888463077
393,-0.8496137940519904
394,-0.7562537493923572
395,-0.026756134340916657
396,0.2413470431020566
397,-0.20735789466596563
398,0.3040373895918966
399,-0.06912852452458866
400,-0.2536617337090329
401,-0.5466388245114565
402,-0.9986263119796969
403,-1.0461722957101978
404,-0.7803367715150313
405,-0.6452436461829393
406,-0.6440465349975764
407,-0.6449994906674189
408,-0.002580338941118294
409,-0.22722605989407393
410,-0.5466597838947079
411,-0.013921339260098349
412,-0.7162345372586515
413,-0.7787644135807422
414,-0.22689141108685285
415,-0.9371225552658938
