ID,Prediction
1,-39060.872310098785
2,-253344.27398016775
3,22511.49044996759
4,47918.347619981476
5,-429695.1666503231
6,-401150.4570703531
7,-310906.44631024403
8,-87675.11904016204
9,99688.0840197835
10,-72607.91669013163
11,-397779.63738026907
12,-294768.2679301666
13,52277.258619976776
14,118943.66035005113
15,-399228.7883502461
16,167724.47734997957
17,-365377.99170026754
18,95060.13813990926
19,-52276.611990071666
20,8023.940019938411
21,262589.456740116
22,-112015.23170004567
23,824943.9587600239
24,-7041.875420047427
25,-372170.88899028173
26,-164478.59141015186
27,-187091.48406017062
28,-417890.46218029154
29,-406673.793370344
30,-318328.26792007283
31,-369883.23337023286
32,-493379.3653403501
33,-397791.06908035575
34,-411222.80958038167
35,-385844.3560001835
36,-404595.12713027006
37,-281098.13211009797
38,-17633.660900089246
39,-76927.64866008701
40,245469.04654992511
41,252726.87630008877
42,-257796.12638014893
43,432715.80022985634
44,-39463.89208014948
45,-393450.5541502557
46,-343549.61906024325
47,-304722.7910302272
48,38031.55066993604
49,-400142.03841020254
50,-294520.09153016424
51,-207253.84314006567
52,-343984.99903019506
53,-364404.1494901845
54,-95196.88398014639
55,714410.7659099028
56,-162223.13522012383
57,-285930.8475302787
58,-19421.859210114024
59,-55926.248640083766
60,80076.765650096
61,-333457.7159502307
62,95184.08919985645
63,31044.993919917757
64,-422662.2228503156
65,-474213.6605204191
66,-333438.44842005183
67,4979588.071109713
68,-368697.49786025163
69,-419010.0311102852
70,-406959.8147502445
71,-365955.5589601984
72,-74938.2084001268
73,-432411.91665038
74,-238204.21471007456
75,61915.94033001969
76,-455028.5263102891
77,-398508.8398702389
78,-364165.61774031114
79,10605.81170992628
80,-421926.341760224
81,-20893.73386006702
82,-429938.4491002655
83,-347333.41914019454
84,-476082.17617035314
85,-149776.6129801926
86,292693.15770006774
87,-302984.41710022074
88,-369350.64346027054
89,-246791.82904013916
90,128018.61579004572
91,-123592.17868023917
92,16071.564630013427
93,-337422.2036901711
94,-514430.68860037375
95,18612.57180994535
96,29676.860410014888
97,-404230.4465603435
98,-377963.97638034093
99,-4302.162160049501
100,-261024.36853013063
101,117025.96683009298
102,-2959.4558700962366
103,-389243.17763027427
104,43761.184880006214
105,124459.84445011667
106,-429162.22761041205
107,-280055.8108901881
108,-399736.97236026544
109,-28275.127020078013
110,-254199.13971034493
111,-408069.6336902449
112,-317546.39330021036
113,-397770.28800037364
114,-76399.80002009566
115,-127479.17629027247
116,-95120.90630002295
117,-478764.58286027523
118,-396190.6463602569
119,-373620.09324019717
120,-444962.9498503447
121,88908.01863012776
122,-321550.24812030967
123,81922.06824003333
124,-269937.8705201486
125,850161.3665101032
126,-297913.5682702197
127,-45008.90500011142
128,39434.63481996618
129,-5303.021710024574
130,-42731.93546006414
131,117751.17809018832
132,-269306.2918001493
133,-6168.998170066034
134,-54830.0515600058
135,32620.557539982972
136,-415403.63001028914
137,-348349.54934025544
138,-348435.5393602377
139,-107414.53981025252
140,-392732.2680402373
141,6767.758109916031
142,-277748.7577501429
143,-450350.32915039896
144,-37120.639470068425
145,-46582.270720072156
146,-19352.5440400369
147,-358222.1482301971
148,-279161.3453500928
149,174495.9545199156
150,-391458.26452027756
151,-39408.53275015707
152,-58085.71233010676
153,12375.463419939635
154,-403253.60143025377
155,-93629.69204016835
156,-36609.70700004488
157,-73167.56226014112
158,-384778.65405025514
159,-395855.5051102342
160,98142.47309983039
161,777261.6747000038
162,-11796.781500030334
163,-406477.1209502586
164,-379766.33857022156
165,2554.4068200513266
166,-53917.041120161164
167,-43901.82836006537
168,-209929.91120016118
169,-364796.0610902737
170,-316079.4436802282
171,1067502.4726798763
172,-405946.33624025126
173,-36243.23650005718
174,-369252.11106026167
175,-484678.78770038683
176,-73882.96458999832
177,-407690.96381029784
178,-1624.0935200753238
179,-359861.11212019325
180,-370145.7286502153
181,-45893.09144006493
182,-296349.7927501497
183,-232242.8972401599
184,-90019.840220118
185,-432326.75788040657
186,-361787.7856102373
187,-376940.4046902982
188,-79805.27486996289
189,-368112.75947022333
190,-361164.40071023046
191,-354785.5909602445
192,-34796.249020103176
193,-34036.88637009202
194,13857.920860116892
195,-12884.508930123004
196,-147448.536720223
197,6646.493849980121
198,-410153.49258030375
199,-274278.36310004874
200,12752.84185995042
201,-252895.0007101335
202,-26376.41416007075
203,-402056.4106903161
204,-343760.7694402927
205,-250442.79256006196
206,-78023.65118013158
207,106673.50473988085
208,-352215.76396028604
209,134735.9052501427
210,-95429.87942997937
211,-443698.95385035797
212,-29747.451440100907
213,-449839.6087702411
214,-332385.7033502006
215,-393788.8869202504
216,370023.2724498441
217,-394188.5018503396
218,-325346.831140153
219,-90211.5271099988
220,828637.5858300216
221,-218337.19802032443
222,-301065.07405012636
223,-368277.98032025085
224,5139834.611409971
225,-10469.881900059228
226,-425097.8205603921
227,-281267.9111100514
228,-385824.086080231
229,-283748.21071010764
230,-58769.514300152136
231,73041.4374300735
232,-277244.1917101215
233,-37023.45849011997
234,18682.600449974598
235,-26707.090140055945
236,27417.433449971468
237,-350792.6517002722
238,36507.71844998242
239,-149550.06806010872
240,-182769.66240003996
241,-74924.2252702009
242,-341062.09738018067
243,-419490.2799003019
244,-41191.542780163865
245,-364789.9769702528
246,-337440.51358019566
247,-335521.3699101977
248,1695.1621300247161
249,-109039.68208019785
250,25173.959579996714
251,-364877.71257028717
252,-348150.95766025863
253,-512737.77496045805
254,-391499.74782037566
255,-48923.87438017202
256,-239311.52244040638
257,-42438.152960108695
258,394757.98185992794
259,-12592.901710090504
260,-407130.0243102343
261,-249152.95077017823
262,-43722.821740166524
263,-313656.637570085
264,-194083.44694026647
265,-230009.43356012055
266,-427569.4976003366
267,-438723.8740802503
268,64832.55928010233
269,-10661.332140090482
270,-403031.84846030606
271,20028.374379934463
272,-331132.8780501993
273,-320787.36532026186
274,-245335.12841004657
275,-325368.4318502959
276,35890.847089992894
277,-258208.98051011492
278,-314121.907870226
279,-298318.3863701118
280,-63195.179410085744
281,868347.1781400896
282,-365214.0707102177
283,-414567.3019803433
284,-296288.6957502074
285,-371973.0775702452
286,-309274.2271205726
287,15312.352649945615
288,34731.372879762544
289,-409264.5203003858
290,-104810.97586017454
291,-7319.374740055703
292,222539.08268993997
293,-442736.0567303036
294,-104135.18494021789
295,25000.057409972338
296,-405967.0472502445
297,-70934.0499601387
298,-7836.40102010135
299,-4838.623400069539
300,-240706.12355012336
301,15907.601579976837
302,-220733.1642200962
303,-296780.83037012216
304,-189106.02241000353
305,77713.44976008323
306,-58874.97217016652
307,-443586.220370276
308,20212.150959967425
309,-340361.2080701548
310,-19076.885690044764
311,-369514.97208028665
312,-366344.9061202211
313,-293123.1132501009
314,-462583.6410102628
315,-84370.52172010498
316,-324951.60830023314
317,66010.50060005498
318,-37067.74736005616
319,-82849.03216010645
320,-371502.32868038735
321,-351193.6304302653
322,-60633.22542003311
323,21285.168749931632
324,120001.70551990297
325,54540.535819974146
326,-414030.8786802572
327,-378200.5481502482
328,-513473.4398104187
329,-354926.77837024396
330,-52427.08890997567
331,-148102.68679022588
332,-69838.0975501941
333,-231456.64348009758
334,-248142.6959400255
335,-223275.34649010815
336,-326661.16919020633
337,-363457.541520218
338,-140899.11634994336
339,4599.5536099499695
340,189817.27019993792
341,72266.37934002395
342,-1395.503700063929
343,-325278.11359027494
344,-362149.64876025415
345,263427.3945700204
346,38966.86183007508
347,-370156.6405002679
348,286918.89289997634
349,-45835.311890076155
350,-16810.828210013744
351,-309472.08790018613
352,-25273.935410074006
353,2464.105739965843
354,-104999.42271008692
355,-44909.97228002358
356,-394948.6311202166
357,-426634.17578033154
358,-19232.369570081646
359,13004.988329917858
360,-35443.29461012728
361,-240348.42550018564
362,826.9309999748266
363,-34852.44334006141
364,-121386.6514601921
365,-37166.41207997763
366,-27300.180580149165
367,-345627.4196402341
368,-6380.9244400232365
369,123139.85249991195
370,298793.27453982545
371,-68571.27436009135
372,-40294.726020061586
373,-331740.65205022856
374,-349538.65359020507
375,-325463.6265401016
376,147273.96771015058
377,-286293.5405500505
378,-348681.8443101664
379,-24092.8039900531
380,-423716.63322037423
381,-261957.96658015033
382,-403278.64776023675
383,-298996.0945301873
384,-345782.9770902714
385,-483919.06997038855
386,-359086.8838002562
387,197589.91488991963
388,-266624.26631012285
389,-309847.90327033115
390,17151.31860005724
391,-86120.01253008183
392,54596.32504994169
393,-324114.9019002468
394,-388170.6442902248
395,-9262.034570061116
396,182452.6448398354
397,-57679.32736014979
398,154309.69715009475
399,-80003.08125008123
400,-18179.1302201657
401,-313931.40610018274
402,-405035.40077026235
403,-316833.7917202285
404,-441873.74900025653
405,-6201.447990034695
406,70165.74756011998
407,-248713.84879013814
408,8898.376290008644
409,-110536.09092018059
410,-326491.6362701203
411,25274.900679986684
412,-62232.01501997477
413,-328047.5196501627
414,-97312.80706012325
415,-450591.47296029935
416,20017.868509897213
417,-206869.64450000264
418,-131314.2738502287
419,-320226.7051901864
420,-263418.10633005097
421,-371439.86208028125
422,-245215.85778017307
423,-396278.75091037765
424,4704.897699942537
425,12034.341469939221
426,-75082.64509014244
427,12789.863660007133
428,-413431.6275702712
429,-42831.48896009017
430,36330.4159200971
431,43961.268540107456
432,243059.96923993033
433,-368331.9576003063
434,69817.34122996833
435,-69066.95987008154
436,-346691.729020266
437,4218.1275601035895
438,-209158.68538010115
439,-233545.6973700363
440,-202641.6449601684
441,29931.23414998017
442,317432.63394999254
443,-404669.98735031177
444,236856.1020400005
445,39615.65916008751
446,-150801.065720161
447,-508233.84273041826
448,-131148.99995021542
449,-14803.295229956759
450,366267.09396977
451,745815.9572898851
452,-258973.0780501518
453,-377627.5138401796
454,-83412.94667014752
455,-284399.4114101416
456,-380932.98196026305
457,-378040.12052027235
458,-69951.89051007373
459,-314253.68428022764
460,-362911.30967026943
461,-319722.8687302123
462,-346875.1267602975
463,-294025.15500010335
464,-327850.36795024073
465,-258309.4531901306
466,-318428.69056030246
467,-194347.76112999758
468,-529774.427900403
469,218961.64645993544
470,-34734.462070168236
471,39456.416690015
472,-28715.29339009225
473,-31532.707950148804
474,-375320.80394025345
475,-29548.030719930633
476,-378970.6488503624
477,-48144.87956006988
478,-429340.327650225
479,101833.85441979549
480,-335676.8040901877
481,-54475.28522009754
482,-377605.5180502484
483,-390889.05055028124
484,-131544.0223202319
485,-364623.506950309
486,-25984.621670082488
487,21792.986569984878
488,-153152.9119601807
489,-104987.96951012986
490,-368247.5005502222
491,-266715.57260009006
492,-369247.1494602581
493,-313211.5897101319
494,-9358.784710003354
495,133052.4960699705
496,-326855.26171023137
497,-90084.9319201497
498,-48209.48078013573
499,5806.486709988443
500,-404174.45266026695
501,180337.07117985399
502,-385675.17706021894
503,317077.7659400935
504,-341029.4979101763
505,56563.52970020163
506,162706.188430035
507,-128475.84991016496
508,-248560.887790149
509,-61447.33016993689
510,-251777.51310007385
511,42086.31946009035
512,-17544.007350108597
513,-88657.07979016306
514,-2855.0439800422464
515,-361437.6075902299
516,1142879.5611199543
517,-326232.6161602206
518,-84360.86080010801
519,570.2535600551746
520,-60198.191080153425
521,-310651.56880013546
522,-15172.848200072112
523,-16548.64691994928
524,-413207.76192029775
525,5043997.0135698775
526,276062.0824299888
527,-434514.950060256
